,Unnamed: 0,movie,year,composer,domestic_total_gross,foreign_total_gross,runtime,worldwide,budget,genre,metascore,oscar,other,rating,top_15
492,492,Crocodile Dundee in Los Angeles,2001,None,25635682,13802992,94,39438674,25000000,Adventure,37.0,0.0,1.0,4.8,0
493,493,Memento,2001,David Julyan,25544867,14178229,113,39723096,9000000,Mystery,80.0,0.0,1.0,8.5,0
494,494,Captain Corelli's Mandolin,2001,Stephen Warbeck,25543895,36569000,129,62112895,57000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
495,495,Sweet November,2001,Christopher Young,25288103,40466125,115,65754228,40000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
496,496,15 Minutes,2001,None,24403552,31956428,120,56359980,60000000,Action,34.0,0.0,0.0,6.1,0
497,497,Hearts in Atlantis,2001,Mychael Danna,24185781,6733634,101,30919415,31000000,Drama,55.0,0.0,1.0,6.9,0
498,498,Angel Eyes,2001,Marco Beltrami,24174218,5541388,102,29715606,53000000,Drama,39.0,0.0,1.0,5.6,0
499,499,Corky Romano,2001,Randy Edelman,23980304,1292448,85,25272752,11000000,Comedy,20.0,0.0,0.0,4.7,0
500,500,Heist,2001,Theodore Shapiro,23510841,4999811,111,28510652,39000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
501,501,Kingdom Come,2001,Tyler Bates,23249649,146400,94,23396049,7000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
502,502,Joe Somebody,2001,None,22771646,1745126,98,24516772,38000000,Comedy,42.0,0.0,0.0,5.5,0
503,503,Two Can Play That Game,2001,Marcus Miller,22235901,155549,91,22391450,13000000,Comedy,35.0,0.0,0.0,6.2,0
504,504,Joy Ride,2001,Marco Beltrami,21974919,14667919,97,36642838,23000000,Mystery,75.0,0.0,0.0,6.6,0
505,505,Valentine,2001,None,20384136,16300000,96,36684136,29000000,Horror,18.0,0.0,1.0,4.8,0
506,506,Spider-Man,2002,Danny Elfman,403706375,418002176,121,821708551,139000000,Action,73.0,0.0,1.0,7.3,1
507,507,The Lord of the Rings: The Two Towers,2002,Howard Shore,342551365,583495746,179,926047111,94000000,Adventure,87.0,1.0,1.0,8.7,1
508,508,Harry Potter and the Chamber of Secrets,2002,John Williams,261988482,616991152,161,878979634,100000000,Adventure,63.0,0.0,1.0,7.4,1
509,509,My Big Fat Greek Wedding,2002,None,241438208,127305836,95,368744044,5000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
510,510,Signs,2002,James Newton Howard,227966634,180281283,107,408247917,72000000,Drama,59.0,0.0,1.0,6.7,1
511,511,Austin Powers in Goldmember,2002,None,213307889,83347542,94,296655431,63000000,Action,62.0,0.0,1.0,6.2,0
512,512,Men in Black II,2002,Danny Elfman,190418803,251400000,88,441818803,140000000,Action,49.0,0.0,1.0,6.1,1
513,513,Ice Age,2002,None,176387405,206869731,81,383257136,59000000,Animation,60.0,0.0,1.0,7.5,0
514,514,Chicago,2002,Danny Elfman,170687518,136089214,107,306776732,45000000,Comedy,82.0,1.0,1.0,7.2,1
515,515,Catch Me If You Can,2002,John Williams,164615351,187498961,140,352114312,52000000,Biography,75.0,0.0,1.0,8.1,1
516,516,Die Another Day,2002,David Arnold,160942139,271028977,123,431971116,142000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
517,517,Scooby-Doo,2002,None,153294164,122356539,86,275650703,84000000,Adventure,35.0,0.0,1.0,5.0,0
518,518,Lilo & Stitch,2002,Alan Silvestri,145794338,127349813,85,273144151,80000000,Animation,73.0,0.0,1.0,7.2,1
519,519,XXX,2002,Randy Edelman,142109382,135339000,113,277448382,70000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
520,520,The Santa Clause 2,2002,None,139236327,33618738,105,172855065,65000000,Comedy,48.0,0.0,1.0,5.6,0
521,521,Minority Report,2002,John Williams,132072926,226300000,144,358372926,102000000,Action,80.0,0.0,1.0,7.7,1
522,522,The Ring,2002,Hans Zimmer,129128133,120220800,109,249348933,48000000,Horror,57.0,0.0,1.0,7.1,1
523,523,Sweet Home Alabama,2002,George Fenton,127223418,53399006,102,180622424,30000000,Comedy,45.0,0.0,1.0,6.2,0
524,524,Mr. Deeds,2002,Teddy Castellucci,126293452,44976083,91,171269535,50000000,Comedy,24.0,0.0,1.0,5.8,0
525,525,The Bourne Identity,2002,John Powell,121661683,92372541,118,214034224,60000000,Action,68.0,0.0,1.0,7.9,0
526,526,The Sum of All Fears,2002,Jerry Goldsmith,118907036,75014336,118,193921372,68000000,Action,45.0,0.0,1.0,6.4,1
527,527,8 Mile,2002,None,116750901,126124177,118,242875078,41000000,Drama,77.0,1.0,1.0,7.1,0
528,528,Road to Perdition,2002,Thomas Newman,104454762,76546716,119,181001478,80000000,Crime,72.0,1.0,1.0,7.7,1
529,529,Panic Room,2002,Howard Shore,96397334,100000081,112,196397415,48000000,Crime,65.0,0.0,1.0,6.8,1
530,530,Maid in Manhattan,2002,Alan Silvestri,94011225,60895468,105,154906693,55000000,Comedy,45.0,0.0,1.0,5.1,1
531,531,Two Weeks Notice,2002,John Powell,93354851,105688391,100,199043242,60000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
532,532,Space Station 3-D,2002,None,93339349,34912730,46,128252079,45000000,Sci-Fi,53.93963254593176,0.0,0.0,6.504237288135598,0
533,533,Red Dragon,2002,Danny Elfman,93149898,116046400,126,209196298,78000000,Crime,60.0,0.0,1.0,7.2,1
534,534,The Scorpion King,2002,John Debney,91047077,74286103,92,165333180,60000000,Action,45.0,0.0,1.0,5.5,1
535,535,Spy Kids 2: The Island of Lost Dreams,2002,John Debney,85846429,33876929,100,119723358,38000000,Action,53.93963254593176,0.0,0.0,6.504237288135598,1
536,536,Blade II,2002,Marco Beltrami,82348319,72661713,117,155010032,54000000,Action,52.0,0.0,1.0,6.7,0
537,537,Snow Dogs,2002,John Debney,81172560,33862530,99,115035090,33000000,Adventure,29.0,0.0,1.0,5.1,1
538,538,We Were Soldiers,2002,Nick Glennie-Smith,78122718,36538066,138,114660784,75000000,Drama,53.93963254593176,0.0,0.0,6.504237288135598,0
539,539,Gangs of New York,2002,Howard Shore,77812000,115960504,160,193772504,100000000,Crime,72.0,0.0,1.0,7.5,1
540,540,Barbershop,2002,Terence Blanchard,75782105,1281819,102,77063924,12000000,Comedy,66.0,0.0,1.0,6.3,0
541,541,The Rookie,2002,Carter Burwell,75600072,5093465,129,80693537,22000000,Crime,53.93963254593176,0.0,0.0,6.3,0
542,542,Spirit: Stallion of the Cimarron,2002,Hans Zimmer,73280117,49283422,82,122563539,80000000,Animation,52.0,0.0,1.0,7.1,1
543,543,John Q.,2002,Aaron Zigman,71756802,30487968,112,102244770,36000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
544,544,Divine Secrets of the Ya-Ya Sisterhood,2002,None,69599016,4240224,116,73839240,27000000,Drama,48.0,0.0,1.0,6.0,0
545,545,Insomnia,2002,David Julyan,67355513,46359317,118,113714830,46000000,Drama,78.0,0.0,1.0,7.2,0
546,546,Changing Lanes,2002,David Arnold,66818548,28117216,98,94935764,45000000,Drama,69.0,0.0,0.0,6.5,0
547,547,About Schmidt,2002,Rolfe Kent,65016287,40818269,124,105834556,30000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
548,548,Stuart Little 2,2002,Alan Silvestri,64956806,105000000,70,169956806,120000000,Animation,66.0,0.0,1.0,5.5,1
549,549,Jackass: The Movie,2002,None,64255312,15238519,80,79493831,5000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
550,550,The Time Machine,2002,Klaus Badelt,56832494,66896682,96,123729176,80000000,Action,42.0,0.0,1.0,5.9,0
551,551,Drumline,2002,John Powell,56399184,1189301,118,57588485,20000000,missing,53.93963254593176,0.0,0.0,5.9,0
552,552,The Count of Monte Cristo,2002,Ed Shearmur,54234062,21160986,131,75395048,35000000,Action,61.0,0.0,0.0,7.8,0
553,553,Unfaithful,2002,None,52775765,66362019,100,119137784,50000000,Drama,63.0,0.0,1.0,6.7,0
554,554,Like Mike,2002,None,51432760,10842020,100,62274780,30000000,Comedy,47.0,0.0,1.0,5.2,0
555,555,The Tuxedo,2002,John Debney,50547998,53843625,99,104391623,60000000,Action,30.0,0.0,1.0,5.3,1
556,556,Return to Never Land,2002,None,48430258,61432424,72,109862682,20000000,Adventure,53.93963254593176,0.0,0.0,6.504237288135598,0
557,557,Big Fat Liar,2002,Christophe Beck,48360547,4609467,87,52970014,15000000,Comedy,53.93963254593176,0.0,0.0,6.504237288135598,1
558,558,Star Trek: Nemesis,2002,Jerry Goldsmith,43254409,24058417,116,67312826,60000000,Action,51.0,0.0,1.0,6.4,1
559,559,Reign of Fire,2002,Ed Shearmur,43061982,39088201,109,82150183,60000000,Action,39.0,0.0,1.0,6.2,0
560,560,The Hours,2002,Philip Glass,41675994,67170078,114,108846072,25000000,Drama,80.0,1.0,1.0,7.6,0
561,561,High Crimes,2002,Graeme Revell,41543917,22237893,115,63781810,42000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
562,562,About a Boy,2002,None,41385278,89164177,100,130549455,30000000,Comedy,75.0,0.0,1.0,7.1,0
563,563,A Walk to Remember,2002,Mervyn Warren,41281092,6213824,101,47494916,11800000,Drama,35.0,0.0,1.0,7.4,0
564,564,Orange County,2002,None,41076018,2248991,87,43325009,18000000,Comedy,48.0,0.0,0.0,6.2,0
565,565,Windtalkers,2002,James Horner,40914068,36714197,134,77628265,115000000,Action,51.0,0.0,1.0,6.0,1
566,566,Blue Crush,2002,Paul Haslinger,40390647,11453032,104,51843679,25000000,missing,53.93963254593176,0.0,0.0,6.0,0
567,567,The Master of Disguise,2002,None,40388794,3022207,80,43411001,16000000,Adventure,12.0,0.0,1.0,3.3,0
568,568,Resident Evil,2002,Marco Beltrami,40119709,62865153,94,102984862,33000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
569,569,The Wild Thornberrys,2002,None,40108697,20586040,79,60694737,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
570,570,Collateral Damage,2002,Graeme Revell,40077257,38305176,108,78382433,85000000,Action,53.93963254593176,0.0,0.0,6.504237288135598,0
571,571,Enough,2002,David Arnold,40007742,11793445,111,51801187,38000000,Crime,25.0,0.0,0.0,5.7,0
572,572,Undercover Brother,2002,None,39089928,2514545,88,41604473,25000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
573,573,Treasure Planet,2002,James Newton Howard,38176783,71401332,95,109578115,140000000,Animation,60.0,0.0,1.0,7.1,1
574,574,Showtime,2002,Alan Silvestri,38082712,39659020,95,77741732,85000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
575,575,40 Days and 40 Nights,2002,Rolfe Kent,37950822,57195461,94,95146283,17000000,Comedy,53.0,0.0,1.0,5.6,0
576,576,Crossroads,2002,Trevor Jones,37191304,23949726,93,61141030,12000000,Comedy,27.0,0.0,1.0,3.4,0
577,577,Clockstoppers,2002,None,36989956,1803327,93,38793283,26000000,Action,53.93963254593176,0.0,0.0,6.504237288135598,0
578,578,The Mothman Prophecies,2002,tomandandy,35746370,19411169,119,55157539,32000000,Drama,53.93963254593176,0.0,0.0,6.504237288135598,0
579,579,E.T.,2002,None,435110554,33300112,120,468410666,45000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
580,580,K-19: The Widowmaker,2002,Klaus Badelt,35168966,30547160,138,65716126,100000000,Drama,58.0,0.0,1.0,6.7,0
581,581,The Hot Chick,2002,John Debney,35081594,19557959,101,54639553,45000000,Comedy,29.0,0.0,0.0,5.5,1
582,582,I Spy,2002,None,33561137,17171808,96,50732945,70000000,Action,35.0,0.0,1.0,5.4,0
583,583,Friday After Next,2002,None,33253609,273226,88,33526835,10000000,Comedy,35.0,0.0,0.0,5.8,0
584,584,The Pianist,2002,None,32572577,87500000,148,120072577,35000000,Biography,85.0,1.0,1.0,8.5,0
585,585,Analyze That,2002,David Holmes,32130627,22872508,100,55003135,60000000,Comedy,37.0,0.0,1.0,5.9,0
586,586,Murder by Numbers,2002,Clint Mansell,31945749,24768398,120,56714147,50000000,Crime,50.0,0.0,0.0,6.1,0
587,587,One Hour Photo,2002,None,31597131,20626175,95,52223306,12000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
588,588,Halloween: Resurrection,2002,None,30354442,7310413,94,37664855,13000000,Comedy,19.0,0.0,1.0,4.1,0
589,589,Queen of the Damned,2002,None,30336800,15142310,111,45479110,35000000,Drama,30.0,0.0,0.0,5.3,0
590,590,Dragonfly,2002,John Debney,30323400,22000000,105,52323400,60000000,Drama,25.0,0.0,0.0,6.1,1
591,591,The Banger Sisters,2002,Trevor Rabin,30307416,7760937,94,38068353,10000000,Comedy,48.0,0.0,1.0,5.6,0
592,592,Bad Company,2002,Trevor Rabin,30160161,35817134,117,65977295,70000000,Action,37.0,0.0,0.0,5.6,0
593,593,Ghost Ship,2002,John Frizzell,30113491,38236393,88,68349884,20000000,Horror,28.0,0.0,0.0,5.5,0
594,594,The New Guy,2002,None,29760152,1407236,100,31167388,13000000,Comedy,24.0,0.0,0.0,5.9,0
595,595,SwimFan,2002,John Debney,28564995,5846245,86,34411240,10000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
596,596,The Crocodile Hunter: Collision Course,2002,None,28442574,4639974,90,33082548,12000000,Action,50.0,0.0,1.0,5.4,0
597,597,Brown Sugar,2002,None,27363891,952560,108,28316451,8000000,Romance,58.0,0.0,1.0,6.5,0
598,598,Blood Work,2002,None,26235081,5559637,110,31794718,50000000,Action,64.0,0.0,1.0,6.4,0
599,599,All About the Benjamins,2002,None,25916319,390214,95,26306533,15000000,Action,34.0,0.0,0.0,5.8,0
600,600,Frida,2002,Elliot Goldenthal,25885000,30413474,123,56298474,12000000,Biography,61.0,1.0,1.0,7.4,0
601,601,Jonah: A VeggieTales Movie,2002,None,25581229,34002,83,25615231,14000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
602,602,Beauty and the Beast,2002,None,218967620,5546156,90,224513776,160000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
605,605,The Transporter,2002,None,25296447,18632485,92,43928932,21000000,Action,51.0,0.0,0.0,6.8,0
606,606,The Sweetest Thing,2002,Ed Shearmur,24718164,43978606,84,68696770,43000000,Comedy,32.0,0.0,1.0,5.1,0
607,607,The Lord of the Rings: The Return of the King,2003,Howard Shore,377845905,742083616,200,1119929521,94000000,Adventure,94.0,1.0,1.0,8.9,1
608,608,Finding Nemo,2003,Thomas Newman,380843261,559492275,104,940335536,94000000,Animation,90.0,1.0,1.0,8.1,1
610,610,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Klaus Badelt,305413918,348850097,135,654264015,140000000,Action,63.0,0.0,1.0,8.0,0
611,611,The Matrix Reloaded,2003,None,281576461,460552000,138,742128461,150000000,Action,62.0,0.0,1.0,7.2,0
612,612,Bruce Almighty,2003,John Debney,242829261,241763613,101,484592874,81000000,Comedy,46.0,0.0,1.0,6.7,1
613,613,X2: X-Men United,2003,John Ottman,214949694,192761855,134,407711549,110000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
614,614,Elf,2003,John Debney,173398518,47044933,95,220443451,33000000,Comedy,64.0,0.0,1.0,6.9,1
615,615,Terminator 3: Rise of the Machines,2003,Marco Beltrami,150371112,283000000,109,433371112,200000000,Action,66.0,0.0,1.0,6.3,0
616,616,The Matrix Revolutions,2003,None,139313948,288029350,135,427343298,150000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
617,617,Cheaper by the Dozen,2003,Christophe Beck,138614544,51597569,98,190212113,40000000,Comedy,46.0,0.0,1.0,5.8,1
618,618,Bad Boys II,2003,Trevor Rabin,138608444,134731112,147,273339556,130000000,Action,38.0,0.0,1.0,6.6,0
619,619,Anger Management,2003,Teddy Castellucci,135645823,60100000,101,195745823,75000000,Comedy,53.93963254593176,0.0,0.0,6.6,0
620,620,Bringing Down the House,2003,None,132716677,32013002,105,164729679,33000000,Comedy,39.0,0.0,1.0,5.6,0
621,621,Hulk,2003,Danny Elfman,132177234,113183246,135,245360480,137000000,Action,54.0,0.0,1.0,5.7,1
622,622,2 Fast 2 Furious,2003,David Arnold,127154901,109195760,101,236350661,76000000,Action,38.0,0.0,1.0,5.9,0
623,623,Something's Gotta Give,2003,Hans Zimmer,124728738,142000000,128,266728738,80000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
624,624,Seabiscuit,2003,Randy Newman,120277854,28058591,129,148336445,87000000,Drama,72.0,0.0,1.0,7.3,0
625,625,S.W.A.T.,2003,Elliot Goldenthal,116934650,90790989,111,207725639,80000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
626,626,Spy Kids 3D: Game Over,2003,None,111761982,85250000,85,197011982,38000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
627,627,The Last Samurai,2003,Hans Zimmer,111127263,345631718,154,456758981,140000000,Action,55.0,0.0,1.0,7.7,1
628,628,Freaky Friday,2003,Rolfe Kent,110230332,50616000,97,160846332,20000000,Comedy,70.0,0.0,1.0,6.2,0
629,629,Scary Movie 3,2003,None,110003217,110670000,90,220673217,48000000,Comedy,49.0,0.0,1.0,5.5,0
630,630,The Italian Job,2003,John Powell,106128601,69941570,111,176070171,60000000,Action,68.0,0.0,1.0,7.0,0
631,631,How to Lose a Guy in 10 Days,2003,None,105813373,71558068,116,177371441,50000000,Comedy,45.0,0.0,1.0,6.4,0
632,632,American Wedding,2003,Christophe Beck,104565114,126884089,102,231449203,55000000,Comedy,43.0,0.0,1.0,6.3,1
633,633,Daddy Day Care,2003,None,104297061,60136806,92,164433867,60000000,Comedy,39.0,0.0,1.0,5.5,0
634,634,Daredevil,2003,Graeme Revell,102543518,76636200,97,179179718,78000000,Sci-Fi,53.93963254593176,0.0,0.0,6.504237288135598,0
635,635,The Cat in the Hat,2003,None,101149285,32811256,82,133960541,109000000,Adventure,19.0,0.0,1.0,3.8,0
636,636,Charlie's Angels: Full Throttle,2003,Ed Shearmur,100830111,158345677,105,259175788,120000000,Action,48.0,0.0,1.0,4.9,0
637,637,Cold Mountain,2003,Gabriel Yared,95636509,77377000,155,173013509,79000000,Adventure,73.0,1.0,1.0,7.2,0
638,638,Master and Commander: The Far Side of the World,2003,None,93927920,118083191,138,212011111,150000000,Action,81.0,1.0,1.0,7.4,0
639,639,"Legally Blonde 2: Red, White and Blonde",2003,Rolfe Kent,90186328,34728514,95,124914842,45000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
640,640,Mystic River,2003,Clint Eastwood,90135191,66686829,138,156822020,25000000,Sci-Fi,53.93963254593176,0.0,0.0,6.504237288135598,0
641,641,Brother Bear,2003,Mark Mancina,85336277,165061521,85,250397798,45000000,Animation,48.0,0.0,1.0,6.8,0
642,642,Freddy Vs. Jason,2003,Graeme Revell,82622655,32286175,98,114908830,30000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
643,643,School of Rock,2003,Craig Wedren,81261177,50021772,110,131282949,35000000,Comedy,82.0,0.0,1.0,7.1,0
644,644,The Texas Chainsaw Massacre,2003,Steve Jablonsky,80571655,26500000,90,107071655,9500000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
645,645,The Haunted Mansion,2003,Mark Mancina,75847266,106443000,99,182290266,90000000,Comedy,34.0,0.0,1.0,5.0,0
646,646,Old School,2003,Theodore Shapiro,75585093,11470256,91,87055349,24000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
647,647,Kill Bill Vol. 1,2003,None,70099045,110850000,110,180949045,30000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
648,648,Holes,2003,None,67406573,4000000,117,71406573,20000000,Adventure,71.0,0.0,1.0,7.0,0
649,649,Kangaroo Jack,2003,Trevor Rabin,66934963,21994148,89,88929111,60000000,Action,16.0,0.0,1.0,4.4,0
650,650,Big Fish,2003,Danny Elfman,66809693,56109362,125,122919055,70000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
651,651,The League of Extraordinary Gentlemen,2003,Trevor Jones,66465204,112800000,112,179265204,78000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
652,652,Lara Croft Tomb Raider: The Cradle of Life,2003,Alan Silvestri,65660196,90845192,110,156505388,95000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,1
653,653,Mona Lisa Smile,2003,Rachel Portman,63860942,77477047,117,141337989,65000000,Drama,45.0,0.0,0.0,6.5,0
654,654,Shanghai Knights,2003,Randy Edelman,60476872,27846615,114,88323487,50000000,Action,58.0,0.0,0.0,6.2,0
655,655,Bad Santa,2003,David Kitay,60060328,16428561,93,76488889,23000000,Comedy,70.0,0.0,1.0,7.1,0
656,656,Love Actually,2003,Craig Armstrong,59696144,187245873,128,246942017,40000000,Drama,53.93963254593176,0.0,0.0,6.504237288135598,0
657,657,Gothika,2003,John Ottman,59694580,81896744,95,141591324,40000000,Horror,38.0,0.0,1.0,5.8,0
658,658,Open Range,2003,Michael Kamen,58331254,9965039,139,68296293,22000000,Action,67.0,0.0,1.0,7.5,0
659,659,Once Upon a Time in Mexico,2003,None,56359780,41825802,97,98185582,29000000,Action,56.0,0.0,1.0,6.4,0
660,660,Just Married,2003,Christophe Beck,56127162,45437773,95,101564935,18000000,Comedy,53.93963254593176,0.0,0.0,6.504237288135598,1
661,661,Paycheck,2003,John Powell,53790451,42479361,119,96269812,60000000,Action,43.0,0.0,1.0,6.3,0
662,662,The Recruit,2003,Klaus Badelt,52802140,48389744,105,101191884,45000000,Action,56.0,0.0,0.0,6.6,0
663,663,Radio,2003,James Horner,52333738,959890,105,53293628,35000000,Biography,38.0,0.0,1.0,6.9,1
664,664,Identity,2003,Alan Silvestri,52159536,38100000,87,90259536,28000000,Mystery,64.0,0.0,1.0,7.3,1
665,665,Underworld,2003,Paul Haslinger,51970690,43737767,115,95708457,22000000,Action,42.0,0.0,1.0,7.0,0
666,666,Runaway Jury,2003,Christopher Young,49443628,30710512,123,80154140,60000000,Crime,61.0,0.0,0.0,7.1,0
667,667,Peter Pan,2003,James Newton Howard,48462608,73512403,113,121975011,100000000,Adventure,64.0,0.0,1.0,6.9,1
668,668,Agent Cody Banks,2003,John Powell,47938330,10857484,110,58795814,28000000,Action,41.0,0.0,0.0,5.1,0
669,669,The Jungle Book 2,2003,None,47901582,87802017,78,135703599,20000000,Animation,38.0,0.0,1.0,5.4,0
670,670,The Rundown,2003,Harry Gregson-Williams,47726342,33190150,104,80916492,85000000,Action,59.0,0.0,1.0,6.7,0
671,671,Final Destination 2,2003,None,46961214,43465191,100,90426405,26000000,Fantasy,38.0,0.0,0.0,6.2,0
672,672,Phone Booth,2003,Harry Gregson-Williams,46566212,51270926,81,97837138,13000000,Crime,56.0,0.0,1.0,7.1,0
673,673,28 Days Later,2003,None,45064915,37654970,113,82719885,8000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
674,674,Lost in Translation,2003,None,44585453,75138403,102,119723856,4000000,Drama,89.0,1.0,1.0,7.8,0
675,675,Tears of the Sun,2003,Hans Zimmer,43734876,42733286,118,86468162,75000000,Action,48.0,0.0,0.0,6.6,1
676,676,Under the Tuscan Sun,2003,Christophe Beck,43610723,15268000,113,58878723,18000000,Comedy,52.0,0.0,0.0,6.8,1
677,677,The Lizzie McGuire Movie,2003,Cliff Eidelman,42734455,12800000,90,55534455,17000000,Adventure,56.0,0.0,1.0,5.4,0
678,678,Secondhand Lions,2003,Patrick Doyle,42070939,5831627,107,47902566,30000000,Comedy,52.0,0.0,1.0,7.6,0
679,679,Out of Time,2003,Graeme Revell,41088845,14406718,105,55495563,50000000,Crime,63.0,0.0,1.0,6.5,0
680,680,Rugrats Go Wild,2003,None,39402572,16002494,81,55405066,25000000,Animation,38.0,0.0,0.0,5.6,0
681,681,Head of State,2003,Marcus Miller,38125247,495237,95,38620484,35200000,Comedy,44.0,0.0,0.0,5.4,0
682,682,Good Boy!,2003,Mark Mothersbaugh,37667746,7644471,96,45312217,18000000,Comedy,49.0,0.0,0.0,5.1,0
683,683,Uptown Girls,2003,None,37182494,7434848,93,44617342,20000000,Comedy,53.93963254593176,0.0,0.0,6.504237288135598,0
684,684,Matchstick Men,2003,Hans Zimmer,36906460,28659212,120,65565672,45000000,Comedy,61.0,0.0,0.0,7.3,1
685,685,National Security,2003,Randy Edelman,36381186,13716763,90,50097949,45000000,Action,31.0,0.0,0.0,5.6,0
686,686,What a Girl Wants,2003,Rupert Gregson-Williams,36105433,14626706,104,50732139,25000000,Comedy,41.0,0.0,1.0,5.9,0
687,687,Jeepers Creepers 2,2003,None,35667218,27435448,106,63102666,17000000,missing,53.93963254593176,0.0,0.0,6.504237288135598,0
688,688,Intolerable Cruelty,2003,Carter Burwell,35327628,84889781,100,120217409,45000000,Comedy,71.0,0.0,0.0,6.3,0
689,689,Cradle 2 the Grave,2003,John Frizzell,34712347,21777211,100,56489558,25000000,Action,36.0,0.0,0.0,5.8,0
690,690,Monster,2003,None,34469210,25909374,111,60378584,8000000,Biography,74.0,1.0,1.0,7.3,0
691,691,Malibu's Most Wanted,2003,None,34432201,190303,80,34622504,15000000,Comedy,43.0,0.0,0.0,5.1,0
692,692,The Hunted,2003,Brian Tyler,34244097,11252437,94,45496534,55000000,Action,40.0,0.0,0.0,6.0,1
693,693,Stuck on You,2003,None,33832741,31951762,118,65784503,45000000,Comedy,62.0,0.0,0.0,5.8,0
694,694,Dreamcatcher,2003,James Newton Howard,33715436,42000000,134,75715436,68000000,Drama,35.0,0.0,0.0,5.5,1
695,695,Darkness Falls,2003,Brian Tyler,32551396,14937140,85,47488536,11000000,Horror,53.93963254593176,0.0,0.0,6.504237288135598,1
696,696,Bend It Like Beckham,2003,None,32543449,44039884,112,76583333,45000000,Comedy,66.0,0.0,1.0,6.7,0
697,697,The Core,2003,Christopher Young,31186896,42311715,136,73498611,60000000,Action,48.0,0.0,0.0,5.5,0
698,698,Calendar Girls,2003,Patrick Doyle,31041759,65500300,108,96542059,10000000,Comedy,60.0,0.0,1.0,6.9,0
699,699,Hollywood Homicide,2003,Alex Wurman,30940691,20201968,111,51142659,75000000,Action,47.0,0.0,1.0,5.3,0
700,700,Honey,2003,Mervyn Warren,30308417,31919978,94,62228395,18000000,Drama,37.0,0.0,0.0,5.3,0
701,701,The Fighting Temptations,2003,None,30250745,2500076,123,32750821,30000000,Comedy,53.0,0.0,1.0,5.5,0
702,702,Johnny English,2003,Ed Shearmur,28082366,132500652,88,160583018,40000000,Action,51.0,0.0,0.0,6.2,0
703,703,The Missing,2003,James Horner,27011180,11353097,130,38364277,65000000,Crime,53.93963254593176,0.0,1.0,8.2,1
704,704,Basic,2003,Klaus Badelt,26793311,15999250,98,42792561,50000000,Action,34.0,0.0,0.0,6.5,0
705,705,A Man Apart,2003,None,26736098,17614828,105,44350926,36000000,Action,36.0,0.0,0.0,6.1,0
706,706,Sinbad: Legend of the Seven Seas,2003,Harry Gregson-Williams,26483452,54284432,86,80767884,60000000,Animation,48.0,0.0,0.0,6.7,0
707,707,Dumb and Dumberer: When Harry Met Lloyd,2003,None,26276465,12991050,96,39267515,19000000,Comedy,53.93963254593176,0.0,0.0,6.504237288135598,0
708,708,Shrek 2,2004,Harry Gregson-Williams,441226247,478612511,93,919838758,150000000,Animation,53.93963254593176,0.0,0.0,6.504237288135598,0
709,709,Spider-Man 2,2004,Danny Elfman,373585825,410180516,127,783766341,200000000,Action,83.0,1.0,1.0,7.3,1
710,710,The Passion of the Christ,2004,John Debney,370782930,241116490,126,611899420,30000000,Drama,47.0,0.0,1.0,7.2,1
711,711,Meet the Fockers,2004,Randy Newman,279261160,237381779,114,516642939,80000000,Comedy,41.0,0.0,1.0,6.3,0
